epoch,train_loss,val_f1,val_auc
0,1.618709683418274,0.8547498187092095,0.4129525309413809
1,1.6037405729293823,0.5509581540868205,0.5104279659220955
2,1.555403232574463,0.3341989093741885,0.5446553850718433
3,1.5301419496536255,0.5601951662317032,0.6014803357987539
4,1.5234732627868652,0.6686321049344159,0.6251243907091086
5,1.4851537942886353,0.7474205072447689,0.6563006267748909
6,1.4897609949111938,0.7999166058584385,0.6324808205823762
7,1.475348711013794,0.821349117256863,0.6060205384012207
8,1.4535537958145142,0.8177970433680251,0.5890105990124189
9,1.442815899848938,0.8310651424423879,0.5985859735938626
10,1.4281692504882812,0.8403424779991656,0.6136758334039758
11,1.4151617288589478,0.8344789002557544,0.6217445349256135
12,1.4061862230300903,0.7583409075794187,0.6208263732886874
13,1.3904350996017456,0.5740123242724144,0.6277120729665578
14,1.3892556428909302,0.5681793149025223,0.6300946996990633
15,1.3759278059005737,0.5606090511772169,0.6327632189632518
16,1.3593751192092896,0.5491601215387262,0.6265072955961515
17,1.3561407327651978,0.5601593625498008,0.6281531598355445
18,1.3299708366394043,0.5788158670447208,0.6355805985885645
19,1.337161660194397,0.5821033468701863,0.6415064770270843
20,1.3133432865142822,0.5830692874968455,0.6515832609248506
21,1.3067706823349,0.5733738049984397,0.6470347401771712
22,1.3073605298995972,0.5406459121326739,0.6434567191539863
23,1.2825676202774048,0.5422527025456236,0.6418660487220786
24,1.254591703414917,0.5287816362566216,0.6263349642902556
25,1.2681925296783447,0.5209730050430139,0.6266435727758235
26,1.251962661743164,,
27,1.230497121810913,,
28,1.2165939807891846,,
29,1.2130845785140991,,
30,1.1949386596679688,,
31,1.194054365158081,,
32,1.1675443649291992,,
33,1.1628544330596924,,
34,1.1501940488815308,,
35,1.12367844581604,,
36,1.118546485900879,,
37,1.102260947227478,,
38,1.0824986696243286,,
39,1.0764938592910767,,
40,1.0561972856521606,,
41,1.0554450750350952,,
42,1.0344417095184326,,
43,1.0438998937606812,,
44,1.0083798170089722,,
45,1.0002518892288208,,
46,0.9914915561676025,,
47,0.9783141016960144,,
48,0.9610533118247986,,
49,0.9621972441673279,,
50,0.9227891564369202,,
51,0.9399518966674805,,
52,0.9366662502288818,,
53,0.9127116203308105,,
54,0.9313417077064514,,
55,0.9264386296272278,,
56,0.9198325276374817,,
57,0.9057590961456299,,
58,0.8961647152900696,,
59,0.8855310082435608,,
60,0.8830627799034119,,
61,0.8906622529029846,,
62,0.8655432462692261,,
63,0.8528993725776672,,
64,0.8689032196998596,,
65,0.8550393581390381,,
66,0.847067654132843,,
67,0.8588624000549316,,
68,0.8396987915039062,,
69,0.8358802795410156,,
70,0.8124717473983765,,
71,0.8086454272270203,,
72,0.807622492313385,,
73,0.8193331360816956,,
74,0.8011627197265625,,
75,0.7958913445472717,,
