precision,recall
0.8550383242430283,1.0
0.8550538179973182,1.0
0.8550511914469512,0.999978807722466
0.8550666859959408,0.999978807722466
0.8550640595835673,0.9999576154449319
0.8550795549273313,0.9999576154449319
0.8550743022834361,0.9999152308898638
0.8550897986552856,0.9999152308898638
0.8550871724237921,0.9998940386123296
0.8550845460971057,0.9998728463347956
0.8550819196752211,0.9998516540572615
0.8550974173085637,0.9998516540572615
0.8551129155036793,0.9998516540572615
0.8551102894531746,0.9998304617797275
0.8551076633074748,0.9998092695021934
0.8551231625310398,0.9998092695021934
0.8551152842227379,0.9997456926695912
0.8551126579295594,0.9997245003920572
0.8551281586484428,0.9997245003920572
0.855143659929303,0.9997245003920572
0.8551410340076862,0.999703308114523
0.8551384079908635,0.999682115836989
0.8551539103005692,0.999682115836989
0.8551512844219648,0.9996609235594549
0.8551667875271937,0.9996609235594549
0.8551641617868344,0.9996397312819209
0.8551796656876609,0.9996397312819209
0.8551951701506608,0.9996397312819209
0.8551925447820726,0.9996185390043868
0.8551899193182848,0.9995973467268527
0.8551872937592921,0.9995761544493187
0.8552027994850688,0.9995761544493187
0.8552183057731361,0.9995761544493187
0.8552338126235245,0.9995761544493187
0.8552493200362647,0.9995761544493187
0.8552648280113874,0.9995761544493187
0.8552803365489229,0.9995761544493187
0.8552777122962264,0.9995549621717846
0.8552750879483553,0.9995337698942506
0.8552724635053042,0.9995125776167164
0.8552879733062527,0.9995125776167164
0.8552853490016865,0.9994913853391824
0.8553008595988538,0.9994913853391824
0.8552982354327996,0.9994701930616483
0.8552956111715633,0.9994490007841142
0.855311122798745,0.9994490007841142
0.8553266349885741,0.9994490007841142
0.8553421477410813,0.9994490007841142
0.8553395240858966,0.9994278085065802
0.8553860664211996,0.9994278085065802
0.855401581658565,0.9994278085065802
0.8553989588434819,0.9994066162290461
0.8553963359332487,0.9993854239515121
0.8554118522012009,0.9993854239515121
0.8554273690320708,0.9993854239515121
0.8554247464944582,0.999364231673978
0.8554402641221928,0.999364231673978
0.8554557823129252,0.999364231673978
0.8554531601480299,0.999343039396444
0.855468679135751,0.999343039396444
0.8554660571096839,0.9993218471189099
0.8554815768944686,0.9993218471189099
0.8554789550072569,0.9993006548413758
0.8554944755891798,0.9993006548413758
0.8555099967342792,0.9993006548413758
0.8555073752199865,0.9992794625638417
0.8555228971623485,0.9992794625638417
0.8555202757869909,0.9992582702863076
0.8555357985266901,0.9992582702863076
0.8555668456960371,0.9992582702863076
0.8555642249278729,0.9992370780087736
0.855561604064598,0.9992158857312395
0.8555589831062077,0.9991946934537055
0.8555745082383683,0.9991946934537055
0.855590033933983,0.9991946934537055
0.8556055601930824,0.9991946934537055
0.8556210870156973,0.9991946934537055
0.8556184668989547,0.9991735011761714
0.8556339945193546,0.9991735011761714
0.8556495227033502,0.9991735011761714
0.8556650514509718,0.9991735011761714
0.8556961106372166,0.9991735011761714
0.8556934915967912,0.9991523088986374
0.855709022269815,0.9991523088986374
0.8557064033686655,0.9991311166211033
0.8557219348398222,0.9991311166211033
0.8557374668747958,0.9991311166211033
0.8557348483473399,0.9991099243435692
0.8557503811805707,0.9991099243435692
0.8557477627924707,0.9990887320660351
0.8557632964240334,0.9990887320660351
0.8557606781753163,0.999067539788501
0.8557580598315423,0.999046347510967
0.8557554413927061,0.9990251552334329
0.8557709762916167,0.9990251552334329
0.8557865117545611,0.9990251552334329
0.8557838936896377,0.9990039629558989
0.8557994299511646,0.9990039629558989
0.8558149667768055,0.9990039629558989
0.855830504166591,0.9990039629558989
0.8558278867102397,0.9989827706783648
0.8558589636515487,0.9989827706783648
0.8558563465693484,0.9989615784008308
0.8558537293921127,0.9989403861232967
0.8558692691783931,0.9989403861232967
0.8558848095289974,0.9989403861232967
0.8559003504439562,0.9989403861232967
0.8559158919233004,0.9989403861232967
0.8559132755896933,0.9989191938457626
0.8559106591610677,0.9988980015682285
0.8559262016742631,0.9988980015682285
0.8559417447519431,0.9988980015682285
0.8559391286977682,0.9988768092906944
0.8559546725747285,0.9988768092906944
0.8559520566603105,0.9988556170131604
0.855949440650879,0.9988344247356263
0.8559468245464287,0.9988132324580923
0.8559623696923468,0.9988132324580923
0.8559779154029168,0.9988132324580923
0.8559934616781693,0.9988132324580923
0.8560090085181351,0.9988132324580923
0.856024555922845,0.9988132324580923
0.8560401038923298,0.9988132324580923
0.8560556524266202,0.9988132324580923
0.856071201525747,0.9988132324580923
0.8560685872052893,0.9987920401805582
0.856084137104245,0.9987920401805582
0.8560815229237811,0.9987708479030242
0.8560789086483442,0.9987496556254901
0.8560762942779292,0.998728463347956
0.8560918454467837,0.998728463347956
0.856089231216393,0.9987072710704219
0.8560866168910204,0.9986860787928878
0.8560840024706609,0.9986648865153538
0.8560995549096194,0.9986648865153538
0.8560969406293147,0.9986436942378197
0.8561124938684301,0.9986436942378197
0.8561098797282075,0.9986225019602857
0.8561254337675551,0.9986225019602857
0.8561409883720931,0.9986225019602857
0.8561383746070967,0.9986013096827516
0.8561539300119917,0.9986013096827516
0.8561513163871577,0.9985801174052176
0.8561824293631326,0.9985801174052176
0.8561979866991315,0.9985801174052176
0.85619537368488,0.9985589251276835
0.8561927605756651,0.9985377328501494
0.8562083189475023,0.9985377328501494
0.8562057059785572,0.9985165405726153
0.8562212651511022,0.9985165405726153
0.856218652322454,0.9984953482950812
0.8562160393988406,0.9984741560175472
0.8562315996074583,0.9984741560175472
0.8562471603816447,0.9984741560175472
0.8562627217214307,0.9984741560175472
0.856278283626847,0.9984741560175472
0.856275671549562,0.9984529637400131
0.8562912342560114,0.9984529637400131
0.8562886223191567,0.9984317714624791
0.8562860102873553,0.998410579184945
0.856283398160602,0.998389386907411
0.8562989621389753,0.998389386907411
0.8563145266831467,0.998389386907411
0.8563119149322912,0.9983681946298769
0.8563274802777475,0.9983681946298769
0.8563430461890826,0.9983681946298769
0.8563404348142224,0.9983470023523429
0.8563560015269673,0.9983470023523429
0.8563715688056717,0.9983470023523429
0.8563689578069044,0.9983258100748087
0.8563663467132053,0.9983046177972746
0.8563637355245696,0.9982834255197406
0.8563611242409919,0.9982622332422065
0.8563766930279065,0.9982622332422065
0.8563922623809177,0.9982622332422065
0.8564078323000563,0.9982622332422065
0.8564234027853532,0.9982622332422065
0.8564389738368393,0.9982622332422065
0.8564363636363637,0.9982410409646725
0.8564337533409698,0.9982198486871384
0.8564493254300156,0.9982198486871384
0.8564648980853501,0.9982198486871384
0.8564804713070041,0.9982198486871384
0.8564960450950087,0.9982198486871384
0.8565116194493945,0.9982198486871384
0.8565090102376666,0.9981986564096044
0.8565245853942391,0.9981986564096044
0.8565219763233983,0.9981774641320703
0.8565375522822332,0.9981774641320703
0.8565531288075797,0.9981774641320703
0.856568705899469,0.9981774641320703
0.8565842835579319,0.9981774641320703
0.8565998617829993,0.9981774641320703
0.8566154405747022,0.9981774641320703
0.8566310199330714,0.9981774641320703
0.856646599858138,0.9981774641320703
0.8566621803499327,0.9981774641320703
0.8566777614084866,0.9981774641320703
0.8566751546016733,0.9981562718545363
0.8567063188911929,0.9981562718545363
0.8567037124615748,0.9981350795770021
0.8567192956926659,0.9981350795770021
0.8567348794906776,0.9981350795770021
0.8567504638556408,0.9981350795770021
0.8567478580394011,0.998113887299468
0.856763443207451,0.998113887299468
0.8567608375325172,0.998092695021934
0.8567582317627797,0.9980715027443999
0.8567556258982335,0.9980503104668659
0.8567530199388735,0.9980291181893318
0.8567478077356911,0.9979867336342637
0.8567633948876557,0.9979867336342637
0.8567789826067972,0.9979867336342637
0.8567763768353256,0.9979655413567297
0.8567919653578836,0.9979655413567297
0.8568075544476993,0.9979655413567297
0.8568231441048035,0.9979655413567297
0.8568205389472152,0.9979443490791955
0.8568361294079115,0.9979443490791955
0.8568517204359772,0.9979443490791955
0.8568491156561613,0.9979231568016614
0.8568647074879446,0.9979231568016614
0.8568802998871784,0.9979231568016614
0.8568958928538933,0.9979231568016614
0.8569114863881205,0.9979231568016614
0.856927080489891,0.9979231568016614
0.8569244767970883,0.9979019645241274
0.8569218730095179,0.9978807722465933
0.8569192691271748,0.9978595799690593
0.8569348645057965,0.9978595799690593
0.8569504604520802,0.9978595799690593
0.8569478569478569,0.9978383876915252
0.8569634536983111,0.9978383876915252
0.8569608503358026,0.9978171954139912
0.8569582468785264,0.9977960031364571
0.8569530396796505,0.9977536185813889
0.8569504359380403,0.9977324263038548
0.8569478321016418,0.9977112340263208
0.856963430838961,0.9977112340263208
0.8569608271443134,0.9976900417487867
0.8569582233548739,0.9976688494712527
0.8569738231332144,0.9976688494712527
0.8569894234795115,0.9976688494712527
0.8569868200684483,0.9976476571937186
0.8570024212193479,0.9976476571937186
0.8570180229382851,0.9976476571937186
0.8570336252252908,0.9976476571937186
0.8570492280803962,0.9976476571937186
0.8570466255211463,0.9976264649161846
0.8570440228671303,0.9976052726386505
0.8570596267637688,0.9976052726386505
0.8570570242516933,0.9975840803611165
0.8570726289532619,0.9975840803611165
0.8570700265831543,0.9975628880835823
0.8570856320897289,0.9975628880835823
0.857101238164603,0.9975628880835823
0.8571168448078078,0.9975628880835823
0.8571324520193744,0.9975628880835823
0.8571480597993335,0.9975628880835823
0.8571636681477165,0.9975628880835823
0.8571610671037058,0.9975416958060482
0.8571584659649634,0.9975205035285142
0.8571740753555624,0.9975205035285142
0.8571896853146853,0.9975205035285142
0.8571870845550071,0.9974993112509801
0.857184483700601,0.9974781189734461
0.8572000947021435,0.9974781189734461
0.8571948931830186,0.997435734418378
0.8571922922813536,0.9974145421408439
0.857207904562426,0.9974145421408439
0.8572053038030016,0.9973933498633099
0.8572209168897874,0.9973933498633099
0.8572365305453353,0.9973933498633099
0.8572339301652064,0.9973721575857758
0.8572495446265939,0.9973721575857758
0.8572469443887867,0.9973509653082416
0.8572443440562497,0.9973297730307076
0.8572599595606317,0.9973297730307076
0.857275575633926,0.9973297730307076
0.8572911922761636,0.9973297730307076
0.857288592560207,0.9973085807531735
0.8573042100085622,0.9973085807531735
0.857301610435036,0.9972873884756395
0.8573328475132083,0.9972873884756395
0.8573302483193354,0.9972661961981054
0.8573458679492786,0.9972661961981054
0.8573614881483775,0.9972661961981054
0.8573771089166636,0.9972661961981054
0.8573745103398014,0.9972450039205714
0.8573719116682458,0.9972238116430373
0.8574187788123394,0.9972238116430373
0.8574344023323616,0.9972238116430373
0.8574318045153884,0.9972026193655033
0.857447428842159,0.9972026193655033
0.8574630537383603,0.9972026193655033
0.8574786792040237,0.9972026193655033
0.8574943052391799,0.9972026193655033
0.8575099318438605,0.9972026193655033
0.8575073351192755,0.9971814270879692
0.8575229625309811,0.9971814270879692
0.8575203659492263,0.997160234810435
0.8575177692728266,0.997139042532901
0.8575333977291367,0.997139042532901
0.8575308011955967,0.9971178502553669
0.8575464304591102,0.9971178502553669
0.8575620602923486,0.9971178502553669
0.8575776906953431,0.9971178502553669
0.8575933216681249,0.9971178502553669
0.8575907259901937,0.9970966579778329
0.857588130217637,0.9970754657002988
0.8576037622354679,0.9970754657002988
0.8576011666059059,0.9970542734227648
0.857598570881715,0.9970330811452307
0.8575959750628896,0.9970118888676966
0.8575933791494249,0.9969906965901626
0.8576090126877643,0.9969906965901626
0.857598629038139,0.9969059274800263
0.8575960328890996,0.9968847352024922
0.8575934366453966,0.9968635429249582
0.8575908403070247,0.9968423506474241
0.857588243873979,0.99682115836989
0.8575856473462541,0.996799966092356
0.857583050723845,0.9967787738148218
0.8575804540067463,0.9967575815372878
0.8575778571949529,0.9967363892597537
0.8575752602884598,0.9967151969822197
0.8575726632872616,0.9966940047046856
0.8575700661913532,0.9966728124271516
0.8575674690007294,0.9966516201496175
0.8575648717153851,0.9966304278720834
0.8575805098654218,0.9966304278720834
0.8575961485858089,0.9966304278720834
0.8576117878765774,0.9966304278720834
0.8576065944486997,0.9965880433170152
0.8576039975926906,0.9965668510394812
0.8576196381674934,0.9965668510394812
0.8576352793127975,0.9965668510394812
0.8576509210286339,0.9965668510394812
0.857666563315034,0.9965668510394812
0.8576822061720288,0.9965668510394812
0.8576978495996498,0.9965668510394812
0.857713493597928,0.9965668510394812
0.8577108983128136,0.9965456587619471
0.857708302933022,0.9965244664844131
0.8577057074585485,0.996503274206879
0.8577031118893875,0.996482081929345
0.8577187574104814,0.996482081929345
0.8577344035023714,0.996482081929345
0.8577318083146355,0.9964608896518109
0.8577474552154402,0.9964608896518109
0.8577631026871226,0.9964608896518109
0.8577605078809106,0.9964396973742768
0.8577579129800237,0.9964185050967428
0.8577553179844565,0.9963973128192087
0.8577527228942039,0.9963761205416746
0.8577501277092607,0.9963549282641405
0.8577657769425845,0.9963549282641405
0.8577631819011129,0.9963337359866065
0.8577605867649474,0.9963125437090724
0.8577579915340826,0.9962913514315384
0.8577553962085135,0.9962701591540043
0.8577710469656606,0.9962701591540043
0.8577684517835964,0.9962489668764702
0.8577997554878383,0.9962489668764702
0.8577971606875662,0.9962277745989362
0.857794565792595,0.9962065823214021
0.8578102189781022,0.9962065823214021
0.857825872734904,0.9962065823214021
0.8578232782218329,0.996185390043868
