fpr,tpr
0.0,0.0
0.0015,0.0
0.001625,0.0
0.00225,0.0
0.0025,0.0
0.00275,0.0
0.006375,0.0
0.007,0.0
0.007125,0.0
0.009,0.0
0.00925,0.0
0.01,0.0
0.01025,0.0
0.010625,0.0
0.013625,0.0
0.014,0.0
0.01425,0.0
0.01475,0.0
0.015,0.0
0.015625,0.0
0.01575,0.0
0.016125,0.0
0.0165,0.0
0.01675,0.0
0.016875,0.0
0.017125,0.0
0.018,0.0
0.018375,0.0
0.018625,0.0
0.020875,0.0
0.020875,2.1192277534066587e-05
0.0215,2.1192277534066587e-05
0.0215,4.238455506813317e-05
0.021625,4.238455506813317e-05
0.021625,6.357683260219975e-05
0.022125,6.357683260219975e-05
0.022375,6.357683260219975e-05
0.022375,8.476911013626635e-05
0.023125,8.476911013626635e-05
0.023125,0.0002966918854769322
0.023375,0.0002966918854769322
0.023375,0.0003178841630109988
0.02375,0.0003178841630109988
0.02375,0.0003390764405450654
0.024125,0.0003390764405450654
0.024375,0.0003390764405450654
0.0245,0.0003390764405450654
0.0245,0.000360268718079132
0.02525,0.000360268718079132
0.02525,0.0004026532731472651
0.0255,0.0004026532731472651
0.0255,0.0004238455506813317
0.026375,0.0004238455506813317
0.026875,0.0004238455506813317
0.027125,0.0004238455506813317
0.027125,0.0004450378282153983
0.027375,0.0004450378282153983
0.027375,0.0004874223832835315
0.027625,0.0004874223832835315
0.028,0.0004874223832835315
0.028,0.0005933837709538644
0.028,0.0006357683260219976
0.02925,0.0006357683260219976
0.02925,0.0006569606035560641
0.029375,0.0006569606035560641
0.029375,0.0006781528810901308
0.030375,0.0006781528810901308
0.030625,0.0006781528810901308
0.030625,0.0006993451586241973
0.031,0.0006993451586241973
0.031,0.000720537436158264
0.03175,0.000720537436158264
0.032,0.000720537436158264
0.032625,0.000720537436158264
0.032625,0.0007629219912263971
0.03275,0.0007629219912263971
0.03275,0.0007841142687604637
0.032875,0.0007841142687604637
0.034125,0.0007841142687604637
0.034125,0.0008053065462945302
0.03425,0.0008053065462945302
0.03425,0.0008476911013626634
0.03475,0.0008476911013626634
0.03475,0.0009536524890329964
0.035,0.0009536524890329964
0.035,0.0009960370441011296
0.035125,0.0009960370441011296
0.035125,0.001017229321635196
0.03525,0.001017229321635196
0.03525,0.0010384215991692627
0.035375,0.0010384215991692627
0.035375,0.001080806154237396
0.0355,0.001080806154237396
0.0355,0.001123190709305529
0.03575,0.001123190709305529
0.03575,0.0011867675419077288
0.035875,0.0011867675419077288
0.035875,0.0012715366520439952
0.036,0.0012715366520439952
0.036,0.0013986903172483946
0.03625,0.0013986903172483946
0.03625,0.0026278424142242565
0.03625,0.002649034691758323
0.0365,0.002649034691758323
0.0365,0.0026914192468264564
0.036875,0.0026914192468264564
0.036875,0.002712611524360523
0.037,0.002712611524360523
0.037,0.0027761883569627226
0.037125,0.0027761883569627226
0.037125,0.002860957467098989
0.037375,0.002860957467098989
0.037375,0.0029245342997011887
0.04025,0.0029245342997011887
0.04025,0.002966918854769322
0.040375,0.002966918854769322
0.040375,0.0029881111323033886
0.04075,0.0029881111323033886
0.04075,0.0030093034098374553
0.041375,0.0030093034098374553
0.041375,0.003030495687371522
0.0415,0.003030495687371522
0.043,0.003030495687371522
0.043,0.005743107211732045
0.043,0.005785491766800178
0.043125,0.005785491766800178
0.04375,0.005785491766800178
0.04375,0.005870260876936444
0.044,0.005870260876936444
0.044,0.005912645432004577
0.04425,0.005912645432004577
0.04425,0.005955029987072711
0.044375,0.005955029987072711
0.044875,0.005955029987072711
0.045,0.005955029987072711
0.045,0.005997414542140844
0.045125,0.005997414542140844
0.045125,0.0060186068196749105
0.045125,0.006103375929811177
0.045125,0.006124568207345244
0.0455,0.006124568207345244
0.0455,0.0061457604848793096
0.045625,0.0061457604848793096
0.045625,0.006188145039947443
0.04575,0.006188145039947443
0.04575,0.0062729141500837094
0.045875,0.0062729141500837094
0.045875,0.006294106427617776
0.047,0.006294106427617776
0.047125,0.006294106427617776
0.047125,0.006336490982685909
0.047375,0.006336490982685909
0.047375,0.006357683260219976
0.047625,0.006357683260219976
0.047625,0.006400067815288109
0.047875,0.006400067815288109
0.047875,0.006421260092822176
0.048125,0.006421260092822176
0.048125,0.006569606035560642
0.048375,0.006569606035560642
0.048375,0.006590798313094708
0.048375,0.006633182868162842
0.048375,0.006717951978299108
0.048625,0.006717951978299108
0.048625,0.006781528810901307
0.048875,0.006781528810901307
0.048875,0.006802721088435374
0.049,0.006802721088435374
0.049,0.0068239133659694405
0.051125,0.0068239133659694405
0.051125,0.006866297921037574
0.051375,0.006866297921037574
0.051375,0.006908682476105707
0.051375,0.006929874753639774
0.051875,0.006929874753639774
0.052125,0.006929874753639774
0.052125,0.00695106703117384
0.05225,0.00695106703117384
0.05225,0.00701464386377604
0.052375,0.00701464386377604
0.052375,0.007035836141310107
0.0525,0.007035836141310107
0.0525,0.0070782206963782394
0.05275,0.0070782206963782394
0.053,0.0070782206963782394
0.053,0.007099412973912306
0.053375,0.007099412973912306
0.053625,0.007099412973912306
0.053625,0.007226566639116706
0.053625,0.007268951194184839
0.053625,0.007290143471718906
0.05375,0.007290143471718906
0.055875,0.007290143471718906
0.055875,0.007332528026787039
0.056,0.007332528026787039
0.056,0.007374912581855172
0.056125,0.007374912581855172
0.056125,0.007417297136923305
0.060125,0.18655561913238816
0.06025,0.18655561913238816
0.06025,0.1866615805200585
0.060375,0.1866615805200585
0.060375,0.18674634963019476
0.060375,0.1867887341852629
0.060375,0.18680992646279695
0.060625,0.18680992646279695
0.060625,0.1868523110178651
0.06075,0.1868523110178651
0.06075,0.18695827240553542
0.06075,0.1870218492381376
0.06075,0.1870430415156717
0.060875,0.1870430415156717
0.060875,0.18712781062580797
0.060875,0.18717019518087608
0.061,0.18717019518087608
0.061,0.1872125797359442
0.061,0.18725496429101235
0.061,0.18736092567868268
0.061125,0.18736092567868268
0.061125,0.18738211795621676
0.06125,0.18738211795621676
0.06125,0.1874880793438871
0.061375,0.1874880793438871
0.061375,0.18750927162142114
0.0615,0.18750927162142114
0.0615,0.18763642528662555
0.063875,0.18763642528662555
0.063875,0.18778477122936402
0.064,0.18778477122936402
0.064,0.18797550172717062
0.065375,0.18797550172717062
0.065875,0.18797550172717062
0.066,0.18797550172717062
0.06675,0.18797550172717062
0.06675,0.18801788628223876
0.06675,0.18810265539237503
0.06675,0.18814503994744314
0.06675,0.1882298090575794
0.06675,0.18827219361264755
0.066875,0.18827219361264755
0.066875,0.1884417318329201
0.066875,0.18846292411045415
0.067125,0.18846292411045415
0.067125,0.1885053086655223
0.068625,0.1885053086655223
0.068625,0.1886324623307267
0.06875,0.1886324623307267
0.06875,0.18873842371839702
0.068875,0.18873842371839702
0.068875,0.18878080827346516
0.069,0.18878080827346516
0.069,0.18901392332633987
0.069125,0.18901392332633987
0.069125,0.18903511560387395
0.069625,0.18903511560387395
0.069625,0.18916226926907834
0.069875,0.18916226926907834
0.069875,0.18920465382414647
0.069875,0.1892470383792146
0.069875,0.18945896115455527
0.069875,0.1895013457096234
0.07,0.1895013457096234
0.07,0.18952253798715749
0.07025,0.18952253798715749
0.071375,0.18952253798715749
0.071375,0.1896284993748278
0.071375,0.18964969165236187
0.0715,0.18964969165236187
0.0715,0.18967088392989595
0.07175,0.18967088392989595
0.07175,0.18969207620743
0.071875,0.18969207620743
0.071875,0.1897132684849641
0.072,0.1897132684849641
0.072,0.18975565304003222
0.07225,0.18975565304003222
0.07225,0.18998876809290693
0.07225,0.1900735372030432
0.073625,0.1900735372030432
0.073625,0.1901371140356454
0.07375,0.1901371140356454
0.07375,0.19058215186386082
0.074,0.19058215186386082
0.074,0.19062453641892893
0.074125,0.19062453641892893
0.074125,0.19075169008413334
0.07425,0.19075169008413334
0.07425,0.1907728823616674
0.074375,0.1907728823616674
0.074375,0.19083645919426961
0.0745,0.19083645919426961
0.0745,0.19087884374933775
0.07475,0.19087884374933775
0.07475,0.19094242058193994
0.074875,0.19094242058193994
0.074875,0.19100599741454213
0.075125,0.19100599741454213
0.075125,0.1913450738550872
0.07525,0.1913450738550872
0.07525,0.19138745841015534
0.075375,0.19138745841015534
0.075375,0.19140865068768942
0.0755,0.19140865068768942
0.0755,0.19162057346303007
0.075625,0.19162057346303007
0.075625,0.19168415029563227
0.07575,0.19168415029563227
0.07575,0.1917901116833026
0.075875,0.1917901116833026
0.075875,0.1921079958463136
0.076,0.1921079958463136
0.076,0.19215038040138174
0.0775,0.19215038040138174
0.0775,0.1921715726789158
0.077625,0.1921715726789158
0.077625,0.19221395723398393
0.077875,0.19221395723398393
0.077875,0.19231991862165426
0.078,0.19231991862165426
0.078,0.19240468773179054
0.079375,0.19240468773179054
0.079375,0.19251064911946086
0.0795,0.19251064911946086
0.0795,0.1926801873397334
0.07975,0.1926801873397334
0.07975,0.19270137961726747
0.08,0.19270137961726747
0.08,0.1927437641723356
0.080125,0.1927437641723356
0.080125,0.19276495644986966
0.08025,0.19276495644986966
0.08025,0.19282853328247188
0.080375,0.19282853328247188
0.080375,0.19284972556000593
0.080375,0.1929344946701422
0.080375,0.19295568694767626
0.082375,0.19295568694767626
0.082375,0.19297687922521034
0.082375,0.19431199270985652
0.082375,0.19443914637506093
0.0825,0.19443914637506093
0.0825,0.194460338652595
0.0825,0.19450272320766313
0.0825,0.1945874923177994
0.082625,0.1945874923177994
0.082625,0.1948417996482082
0.08275,0.1948417996482082
0.08275,0.19509610697861698
0.082875,0.19509610697861698
0.082875,0.1951596838112192
0.083,0.1951596838112192
0.08325,0.1951596838112192
0.08325,0.19518087608875326
0.083375,0.19518087608875326
0.083375,0.19532922203149172
0.0835,0.19532922203149172
0.0835,0.19537160658655986
0.083625,0.19537160658655986
0.083625,0.1954775679742302
0.084,0.1954775679742302
0.084,0.19556233708436646
0.084125,0.19556233708436646
0.084125,0.19564710619450273
0.08425,0.19564710619450273
0.08425,0.19583783669230934
0.084375,0.19583783669230934
0.084375,0.1959861826350478
0.0845,0.1959861826350478
0.0845,0.19607095174518405
0.0845,0.19609214402271813
0.084625,0.19609214402271813
0.084625,0.19645241274079725
0.084875,0.19645241274079725
0.084875,0.19647360501833133
0.085,0.19647360501833133
0.085,0.19651598957339944
0.085125,0.19651598957339944
0.085125,0.19653718185093352
0.085625,0.19653718185093352
0.085625,0.19670672007120604
0.08575,0.19670672007120604
0.08575,0.19674910462627418
0.08675,0.19674910462627418
0.08675,0.19677029690380826
0.086875,0.19677029690380826
0.086875,0.1968126814588764
0.087,0.1968126814588764
0.087,0.19689745056901264
0.087,0.19693983512408078
0.087,0.19698221967914892
0.087125,0.19698221967914892
0.087125,0.19700341195668297
0.087125,0.1970669887892852
0.087125,0.19708818106681925
0.087125,0.19719414245448957
0.087125,0.1972365270095577
0.08725,0.1972365270095577
