epoch,train_loss,val_f1,val_auc
0,1.657050371170044,0.866256630410105,0.5880624377476847
1,1.6189110279083252,0.9184460115538904,0.5198945896115456
2,1.5842115879058838,0.8920797232342406,0.5262354965350626
3,1.5564239025115967,0.8653994513972227,0.5316987716426135
4,1.5401010513305664,0.8301191278939087,0.5408288405704961
5,1.5339529514312744,0.7544785785859178,0.608436688070867
6,1.5073871612548828,0.7268453576979944,0.6688250299340921
7,1.4801619052886963,0.7421647413360121,0.6999959430033696
8,1.4809417724609375,0.774527512759277,0.6974199594167885
9,1.4528241157531738,0.7477321123050601,0.645655826816708
10,1.4395238161087036,0.6656690723697278,0.5928786450717358
11,1.4192057847976685,0.5672658030639623,0.5799869693983513
12,1.4128962755203247,0.4459420977693403,0.5813618912518279
13,1.403003215789795,0.3649686323713927,0.5778997207917436
14,1.3891727924346924,0.34462314297396757,0.5698720900353911
15,1.3693264722824097,0.28640940491200656,0.5781898218789073
16,1.3652669191360474,0.2162828026428758,0.5994956741263484
17,1.3529399633407593,0.16487966676951557,0.6302325574310721
18,1.3466594219207764,0.1119395566159658,0.6438639323330578
19,1.3280068635940552,0.09039366279303551,0.6379838978426262
20,1.325793743133545,0.07742848478722329,0.6238200232585246
21,1.3071341514587402,0.08208910113038748,0.6195569992794626
22,1.3047940731048584,0.035424660375401845,0.6274246707249879
23,1.2910072803497314,0.02304667893592103,0.639407734121686
24,1.2761108875274658,0.01629430539223921,0.6467203427321083
25,1.2778949737548828,0.051791678693662115,0.6473407704982305
26,1.2573069334030151,0.10098655789748638,0.6413513957763791
27,1.2336347103118896,0.0504364694471387,0.6403523255875558
28,1.2390488386154175,0.22410203507455687,0.639275764511412
29,1.225604772567749,0.20142162079975673,0.6390942036471909
30,1.2139195203781128,0.14764758882751597,0.6380191141098184
31,1.2064423561096191,0.32443966353360254,0.644400232055439
32,1.2087633609771729,0.27794122988631,0.6457821142475682
33,1.1849933862686157,,
34,1.179213523864746,,
35,1.1645114421844482,,
36,1.1566336154937744,,
37,1.1458518505096436,,
38,1.144071102142334,,
39,1.1233069896697998,,
40,1.1154108047485352,,
41,1.1195948123931885,,
42,1.0996510982513428,,
43,1.0894665718078613,,
44,1.0797287225723267,,
45,1.063868761062622,,
46,1.0481501817703247,,
47,1.0448004007339478,,
48,1.049850344657898,,
49,1.0322259664535522,,
50,1.0160136222839355,,
51,1.0094025135040283,,
52,1.0025385618209839,,
53,1.0041329860687256,,
54,0.9846321940422058,,
55,0.9657353162765503,,
56,0.9598757028579712,,
57,0.9464724659919739,,
58,0.9465920925140381,,
59,0.9314779043197632,,
60,0.9250274896621704,,
61,0.918465793132782,,
62,0.9153263568878174,,
63,0.8975499868392944,,
64,0.9046405553817749,,
65,0.8852534294128418,,
66,0.8793678283691406,,
67,0.8691132664680481,,
68,0.8703333735466003,,
69,0.8625122308731079,,
70,0.8532577157020569,,
71,0.8615154027938843,,
72,0.8527990579605103,,
73,0.8418289422988892,,
74,0.843867838382721,,
75,0.8396629691123962,,
76,0.8413633108139038,,
77,0.8340957164764404,,
78,0.82737797498703,,
79,0.8336948156356812,,
80,0.8195992708206177,,
81,0.8134714961051941,,
82,0.8145837783813477,,
83,0.805210530757904,,
84,0.8180141448974609,,
85,0.8144818544387817,,
86,0.7968951463699341,,
87,0.7959970831871033,,
88,0.7990422248840332,,
89,0.7894687652587891,,
90,0.7778546214103699,,
91,0.7855463027954102,,
92,0.7809317111968994,,
93,0.7953078746795654,,
94,0.778238832950592,,
95,0.7668099999427795,,
96,0.7590076327323914,,
