fpr,tpr
0.0,0.0
0.0,2.1192277534066587e-05
0.0,0.0013774980397143282
0.000125,0.0013774980397143282
0.000125,0.0016741899251912604
0.00025,0.0016741899251912604
0.00025,0.002182804586008858
0.000375,0.002182804586008858
0.000375,0.0023311505287473243
0.0005,0.0023311505287473243
0.0005,0.0024794964714857904
0.000625,0.0024794964714857904
0.000625,0.0028397651895649225
0.00075,0.0028397651895649225
0.00075,0.0033907644054506536
0.000875,0.0033907644054506536
0.000875,0.004280840061881451
0.001,0.004280840061881451
0.001,0.004450378282153983
0.001125,0.004450378282153983
0.001125,0.004958992942971581
0.00125,0.004958992942971581
0.00125,0.0054040307711869795
0.001375,0.0054040307711869795
0.001375,0.005446415326255113
0.0015,0.005446415326255113
0.0015,0.0055947612689935785
0.001625,0.0055947612689935785
0.001625,0.005721914934197978
0.00175,0.005721914934197978
0.00175,0.006103375929811177
0.001875,0.006103375929811177
0.001875,0.0061457604848793096
0.002,0.0061457604848793096
0.002,0.006357683260219976
0.002125,0.006357683260219976
0.002125,0.006760336533367241
0.00225,0.006760336533367241
0.00225,0.0068874901985716405
0.002375,0.0068874901985716405
0.002375,0.007184182084048573
0.0025,0.007184182084048573
0.0025,0.007311335749252973
0.002625,0.007311335749252973
0.002625,0.007417297136923305
0.00275,0.007417297136923305
0.00275,0.007608027634729905
0.002875,0.007608027634729905
0.002875,0.007777565855002437
0.003,0.007777565855002437
0.003,0.00801068090787717
0.003125,0.00801068090787717
0.003125,0.008053065462945303
0.00325,0.008053065462945303
0.00325,0.008243795960751902
0.003375,0.008243795960751902
0.003375,0.008413334181024435
0.0035,0.008413334181024435
0.0035,0.008667641511433235
0.003625,0.008667641511433235
0.003625,0.008731218344035433
0.00375,0.008731218344035433
0.00375,0.008773602899103566
0.003875,0.008773602899103566
0.003875,0.0088159874541717
0.004,0.0088159874541717
0.004,0.009049102507046432
0.004125,0.009049102507046432
0.004125,0.009239833004853032
0.004375,0.009239833004853032
0.004375,0.009409371225125564
0.0045,0.009409371225125564
0.0045,0.009472948057727764
0.004625,0.009472948057727764
0.004625,0.009600101722932164
0.00475,0.009600101722932164
0.00475,0.009642486278000297
0.004875,0.009642486278000297
0.004875,0.009769639943204697
0.005,0.009769639943204697
0.005,0.009939178163477228
0.005125,0.009939178163477228
0.005125,0.009981562718545361
0.00525,0.009981562718545361
0.00525,0.010468985101828894
0.005375,0.010468985101828894
0.005375,0.010532561934431093
0.0055,0.010532561934431093
0.0055,0.010638523322101426
0.005625,0.010638523322101426
0.005625,0.010744484709771759
0.00575,0.010744484709771759
0.00575,0.010829253819908026
0.005875,0.010829253819908026
0.005875,0.011380253035793757
0.006125,0.011380253035793757
0.006125,0.011465022145930023
0.00625,0.011465022145930023
0.00625,0.011592175811134423
0.006375,0.011592175811134423
0.006375,0.011655752643736623
0.0065,0.011655752643736623
0.0065,0.011888867696611355
0.006625,0.011888867696611355
0.006625,0.011973636806747621
0.00675,0.011973636806747621
0.00675,0.012079598194417954
0.006875,0.012079598194417954
0.006875,0.012143175027020154
0.007,0.012143175027020154
0.007,0.012185559582088288
0.007125,0.012185559582088288
0.007125,0.012206751859622354
0.00725,0.012206751859622354
0.00725,0.012227944137156421
0.007375,0.012227944137156421
0.007375,0.012821327908110285
0.0075,0.012821327908110285
0.0075,0.01296967385084875
0.007625,0.01296967385084875
0.007625,0.013266365736325683
0.007875,0.013266365736325683
0.007875,0.013753788119609214
0.008,0.013753788119609214
0.008,0.014262402780426812
0.008125,0.014262402780426812
0.008125,0.014389556445631212
0.00825,0.014389556445631212
0.00825,0.014749825163710343
0.008375,0.014749825163710343
0.008375,0.014813401996312543
0.0085,0.014813401996312543
0.0085,0.014855786551380677
0.008625,0.014855786551380677
0.008625,0.015046517049187276
0.00875,0.015046517049187276
0.00875,0.01515247843685761
0.008875,0.01515247843685761
0.008875,0.015173670714391676
0.009,0.015173670714391676
0.009,0.01557632398753894
0.009125,0.01557632398753894
0.009125,0.016254476868629072
0.00925,0.016254476868629072
0.00925,0.016360438256299403
0.009375,0.016360438256299403
0.009375,0.016614745586708203
0.0095,0.016614745586708203
0.0095,0.0168054760845148
0.009625,0.0168054760845148
0.009625,0.017165744802593936
0.00975,0.017165744802593936
0.00975,0.017504821243139
0.009875,0.017504821243139
0.009875,0.0175683980757412
0.01,0.0175683980757412
0.01,0.018288935511899463
0.010125,0.018288935511899463
0.010125,0.01843728145463793
0.010375,0.01843728145463793
0.010375,0.018585627397376396
0.0105,0.018585627397376396
0.0105,0.018649204229978594
0.010625,0.018649204229978594
0.010625,0.018945896115455527
0.01075,0.018945896115455527
0.01075,0.019051857503125862
0.010875,0.019051857503125862
0.010875,0.019157818890796194
0.011,0.019157818890796194
0.011,0.01960285671901159
0.011125,0.01960285671901159
0.011125,0.019835971771886323
0.01125,0.019835971771886323
0.01125,0.01998431771462479
0.011375,0.01998431771462479
0.011375,0.020217432767499523
0.0115,0.020217432767499523
0.0115,0.020895585648589655
0.011625,0.020895585648589655
0.011625,0.020959162481191854
0.01175,0.020959162481191854
0.01175,0.021255854366668787
0.012,0.021255854366668787
0.012,0.021319431199270985
0.012125,0.021319431199270985
0.012125,0.021488969419543518
0.01225,0.021488969419543518
0.01225,0.02153135397461165
0.012375,0.02153135397461165
0.012375,0.02178566130502045
0.0125,0.02178566130502045
0.0125,0.02191281497022485
0.012625,0.02191281497022485
0.012625,0.02203996863542925
0.01275,0.02203996863542925
0.01275,0.022273083688303982
0.012875,0.022273083688303982
0.012875,0.02233666052090618
0.013,0.02233666052090618
